id,piece_name,category,era_or_year,materials_gemstones,price_type,asking_price,currency_note,dealer,listing_url,image_url,sku,notes,source,first_seen,last_seen,times_seen,status
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-koi-fish-black-enamel-ring-rr8875,David Webb Platinum & 18K Yellow Gold Koi Fish Black Enamel Ring,ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-koi-fish-black-enamel-ring-rr8875,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR8875.jpg?v=1760653493,RR8875,"Estate David Webb bypass ring from the iconic animal collection finely crafted in 18 karat yellow gold and platinum in a coiling fish motif featuring a black enamel lattice pattern and cabochon ruby eyes, fine quality round brilliant cut diamonds on the mouth and tail set in platinum weighing 1.50 c",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-textured-nugget-cuff-bangle-bracelet-rr8614,David Webb 18K Yellow Gold Textured Nugget Cuff Bangle Bracelet,bracelet,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-textured-nugget-cuff-bangle-bracelet-rr8614,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8614_38ab9229-7c4b-4f5a-812e-b0191d75570b.jpg?v=1756338589,RR8614,"David Webb 18K Yellow Gold Textured Nugget Cuff Bangle Bracelet. A David Webb 18k yellow gold textured cuff bracelet with a smooth stitch pattern running throughout. The cuff has a hinged wing. Metal: 18k yellow gold. Weight: 58.1 dwt. Measurements: 1 & 3/16"" across. Opening diameter 1.5in x 2in Cen",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-nugget-style-high-polish-cuff-bracelet-rr8287,David Webb 18K Yellow Gold Nugget-Style High Polish Cuff Bracelet,bracelet,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-nugget-style-high-polish-cuff-bracelet-rr8287,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8287_202f7f7a-3e5e-4717-8644-74b572a8fff7.jpg?v=1756338583,RR8287,"David Webb is famous for his unusual forms, textures and unique designs. This bracelet is a perfect cuff for stacking, it is not encrusted with any diamonds or gemstones yet it is far from simple or boring. Of hinged design featuring nugget like design. Approx. width: 1.2 inches Wrist Circumference ",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-carved-jade-and-diamond-ring-rr8519,David Webb Platinum & 18K Yellow Gold Carved Jade And Diamond Ring,ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-carved-jade-and-diamond-ring-rr8519,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR8519.jpg?v=1756334916,RR8519,David Webb Platinum & 18K Yellow Gold Carved Jade And Diamond Ring. Very cool and articulated ring with a carved jade set to a gold mount accented by pave set diamonds. The shank has a soft hammered shinny finish. Center Diamond Weight: 0.00 Measurements: Size 6.5 Metal Type: Platinum & 18K Yellow G,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-pearl-diamond-black-enamel-ring-rr9123,"David Webb Platinum & 18K Yellow Gold Pearl, Diamond, Black Enamel Ring",ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-pearl-diamond-black-enamel-ring-rr9123,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR9123.jpg?v=1756337577,RR9123,"David Webb Platinum & 18K Yellow Gold Pearl, Diamond, Black Enamel Ring. Pearl: Diamonds: Center Diamond Weight: 0.00 Measurements: Size: 6.5 Metal Type: Platinum & 18K Yellow Gold Metal Weight: 42.2 gr. Signed: WEBB Condition: Excellent. Stock: RR9123",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-oval-cut-yellow-sapphire-black-enamel-and-diamond-earrings-rr9073,"David Webb Platinum & 18K Yellow Gold Oval Cut Yellow Sapphire, Black Enamel And Diamond Earrings",earrings,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-oval-cut-yellow-sapphire-black-enamel-and-diamond-earrings-rr9073,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR9073.jpg?v=1776208045,RR9073,"David Webb Platinum & 18K Yellow Gold Oval Cut Yellow Sapphire, Black Enamel And Diamond Earrings. Center Diamond Weight: 0.00 Metal Type: Platinum & 18K Yellow Gold Metal Weight: 28.0 gr. Signed: WEBB Condition: Excellent. Stock: RR9073",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-bastille-white-enamel-diamond-and-coral-ring-rr7171,David Webb 18K Yellow Gold Bastille White Enamel Diamond And Coral Ring,ring,1971,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-bastille-white-enamel-diamond-and-coral-ring-rr7171,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR7171_a0db9e99-e634-4746-b698-c6feb95b2160.jpg?v=1756329218,RR7171,"Designed in 1971 signed David Webb, containing 20 full cut diamonds [F-G/VS] weighing approximately 1.40 carats total; and three rectangular and tapered rectangular cabochon cut corals, the central coral measuring approximately 8.40 x 5.40 x 2.50 mm; Size 7.5. Center Diamond Weight: 0.00 Measurement",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-cabochon-turquoise-and-diamond-clip-on-earrings-rr5950,David Webb Platinum & 18K Yellow Gold Cabochon Turquoise and Diamond Clip-On Earrings,earrings,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-cabochon-turquoise-and-diamond-clip-on-earrings-rr5950,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR5950.jpg?v=1756329972,RR5950,Center Diamond Weight: 0.00 Metal Type: Platinum & 18K Yellow Gold Metal Weight: 31.4 gr. Stock: RR5950,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-geometric-sapphire-diamond-and-ruby-cocktail-ring-rr9046,David Webb Platinum & 18K Yellow Gold Geometric Sapphire Diamond And Ruby Cocktail Ring,ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-geometric-sapphire-diamond-and-ruby-cocktail-ring-rr9046,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR9046.jpg?v=1756337197,RR9046,"Discover the timeless elegance and remarkable craftsmanship of this estate David Webb 18k Yellow Gold Ring. Handcrafted with meticulous attention to detail, this vintage cocktail ring is a true testament to the artistic vision of the renowned jewelry house. Crafted in 18 karat yellow gold and platin",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-opal-and-diamond-cocktail-ring-rr8927,David Webb Platinum & 18K Yellow Gold Opal And Diamond Cocktail Ring,ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-opal-and-diamond-cocktail-ring-rr8927,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8927.jpg?v=1756336744,RR8927,"Crafted with a combination of platinum and 18K yellow gold, the ring exudes a sense of luxury and sophistication. The centerpiece of this exquisite ring is a mesmerizing opal, known for its iridescent play of colors that captivate the eye. Surrounding the opal are dazzling diamonds, adding a touch o",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-oversized-lapis-and-diamond-ring-rr8341,David Webb Platinum & 18K Yellow Gold Oversized Lapis And Diamond Ring,ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-oversized-lapis-and-diamond-ring-rr8341,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR8341.jpg?v=1775086376,RR8341,This David Webb platinum and 18K yellow gold oversized lapis and diamond ring is very special. It is crafted with exquisite craftsmanship and attention to detail. The combination of the vibrant lapis and sparkling diamonds is stunning and makes this ring stand out from the crowd. The size of the rin,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-rock-crystal-black-enamel-diamond-ring-rr8652,David Webb Platinum & 18K Yellow Gold Rock Crystal Black Enamel Diamond Ring,ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-rock-crystal-black-enamel-diamond-ring-rr8652,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8652_c5471ceb-7226-4384-b48e-4991825ab4ca.jpg?v=1756335452,RR8652,David Webb Yellow Gold Large Rock Crystal Black Enamel Hammered Ring Large rock crystal diamond ring by David Webb in yellow gold with black enameling. Very loud and heavy this ring is very rare and doesn't come around too often. Measures about 1 inch off the finger. Size: 6.75 Center Diamond Weight,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-smoky-quartz-and-black-enamel-ring-rr7051,David Webb 18K Yellow Gold Smoky Quartz and Black Enamel Ring,ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-smoky-quartz-and-black-enamel-ring-rr7051,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR7051.jpg?v=1756851649,RR7051,"David Webb smoky quartz ring centering one emerald-cut smoky quartz ap. 20.00 cts., framed by polished gold, within a cushion-shaped mount of black enamel, signed Webb, ap. 17.2 dwts. gross. Size 5 1/2, with inner guard. With signed pouch. Overall width: 25mm Overall length: 27mm Center Diamond Weig",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-white-gold-rock-crystal-diamonds-black-enamel-pearl-ring-rr8276,"David Webb Platinum & 18K White Gold Rock Crystal, Diamonds, Black Enamel, Pearl Ring",ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-white-gold-rock-crystal-diamonds-black-enamel-pearl-ring-rr8276,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8276_3c4887da-4abd-455d-bac0-2d07911e127e.jpg?v=1756333607,RR8276,"The cocktail ring was developed for the rebellious twenties flapper. Deliberately bold and eye-catching, it was designed to attract attention to the drink in her hand during prohibition. Presented here rock crystal pearl and diamond ring by David Webb. Crafted in Platinum and 18k white gold this Dav",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-1960s-woven-wide-vintage-bracelet-rr7881,David Webb 18K Yellow Gold 1960's Woven Wide Vintage Bracelet,bracelet,1960,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-1960s-woven-wide-vintage-bracelet-rr7881,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR7881.jpg?v=1756332063,RR7881,"Since 1948, David Webb has carried forward a rich tradition of design, craftsmanship and creativity as an ICONIC American jewelry house. A beautifully crafted vintage 1960s retro wide link bracelet, foliage design and crafted in 18K Yellow Gold. Center Diamond Weight: 0.00 Measurements: Inner circum",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-vreeland-diamond-zebra-black-white-enamel-earrings-rr6928,David Webb Vreeland Diamond Zebra Black & White Enamel Earrings,earrings,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-vreeland-diamond-zebra-black-white-enamel-earrings-rr6928,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR6928.jpg?v=1776208026,RR6928,A current model from David Webb collection: Vreeland Zebra Striped Diamond Earrings. Black and white enamel is used to showcase the stunning animal-inspired motif. They're framed by 1.46-carats of brilliant-cut diamonds inlaid in a polished platinum setting. Wear yours day or night with swept-back h,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-5-50-carat-diamond-oval-citrine-ring-rr3936,"David Webb Platinum & 18K Yellow Gold 5.50 Carat Diamond, Oval Citrine Ring",ring,,,asking,20100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-5-50-carat-diamond-oval-citrine-ring-rr3936,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR3936.jpg?v=1756327040,RR3936,"Of bombe design centring an oval-shaped citrine framed by brilliant-cut diamonds on a raised applied gold ropetwist surround decorated with brilliant-cut diamonds to a rope twist hoop, mounted in 18ct gold, size 9, signed Webb. Gram Weight: 31.20gr Diamond weight: Hallmarks: Signed Webb Material: 18",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:saidiansons.com/products/david-webb-carved-rock-crystal-and-diamond-earrings,David Webb Carved Rock Crystal and Diamond Earrings,earrings,,,asking,20000,USD,Saidian & Sons,https://saidiansons.com/products/david-webb-carved-rock-crystal-and-diamond-earrings,https://cdn.shopify.com/s/files/1/0038/5545/0182/files/IMG_8552_2a8ecbf1-c328-40b0-aa17-587081ba6f00.jpg?v=1743542817,7828147765318,"David Webb Carved Rock Crystal and Diamond Earrings A pair of earrings by David Webb featuring carved rock crystal adorned with round cut diamonds. Approximate Diamond Weight: 3.60 carats Approximate Measurements: 1.15"" long Back Type: Clip-on Signed: Webb Metal Type: Platinum and 18 Karat Gold",shopify:saidiansons.com,2026-08-07,2026-08-08,2,active
url:saidiansons.com/products/david-webb-diamond-earrings-1,David Webb Diamond Earrings,earrings,,,asking,20000,USD,Saidian & Sons,https://saidiansons.com/products/david-webb-diamond-earrings-1,https://cdn.shopify.com/s/files/1/0038/5545/0182/products/JS_28_3ff57384-c4a2-4f7d-a4a6-1561f4ca915b.jpg?v=1679330779,7105033797702,David Webb Diamond Earrings A pair of platinum and 18 karat white gold earrings set with round cut and baguette cut diamonds Signed Webb Stamped 18k & platinum Total Approximate Diamond Weight: 5 - 6 carats Metal Type: Platinum & 18 karat white gold Back Type: Clip-On,shopify:saidiansons.com,2026-08-07,2026-08-08,2,active
url:oakgem.com/products/david-webb-crystal-diamond-gold-platinum-ring,David Webb Crystal Diamond Gold Platinum Ring,ring,,,asking,20000,USD,Oak Gem,https://oakgem.com/products/david-webb-crystal-diamond-gold-platinum-ring,https://cdn.shopify.com/s/files/1/1064/3732/files/IMG_4303_de5822cd-9a42-492f-865a-5081c3074e78.jpg?v=1744905325,OG-34902,"An 18k yellow gold and platinum cocktail ring by David Webb, with center per shaped rock crystal, surrounded with approx. 1.00ctw H/SI1 diamonds. DESIGNER: David Webb MATERIAL : 18k Yellow Gold / Platinum GEMSTONES: Diamond, Crystal DIMENSIONS: Ring size 6, top is 35mm x 23mm, sits approx. 20mm from",shopify:oakgem.com,2026-08-07,2026-08-08,2,active
url:ericoriginals.com/products/vintage-1960s-david-webb-gold-and-pearl-sun-brooch-with-diamond-hearts,Vintage 1960s David Webb Gold and Pearl Sun Brooch with Diamond Hearts,brooch,1960s,,asking,19850,USD,Eric Originals & Antiques,https://ericoriginals.com/products/vintage-1960s-david-webb-gold-and-pearl-sun-brooch-with-diamond-hearts,https://cdn.shopify.com/s/files/1/0564/0916/1794/files/27CL9141_787919.jpg?v=1723493685,P3243,Finely crafted in 18k yellow and white gold with a Pearl center stone and hearts with pave-set Round Brilliant cut Diamonds weighing a total of approximately 4.50 carats. Signed by David Webb Circa 1960s 2 1/4 inch diameter,shopify:ericoriginals.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-ram-head-blue-enamel-green-emeralds-cuff-links-and-stud-dress-set-rr6597,"David Webb Ram Head Blue Enamel, Green Emeralds Cuff Links And Stud Dress Set",bracelet,,,asking,19600,USD,The Back Vault,https://thebackvault.com/products/david-webb-ram-head-blue-enamel-green-emeralds-cuff-links-and-stud-dress-set-rr6597,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR6597_3b818da2-707e-4fdb-822f-28e92f9eb21c.jpg?v=1756327973,RR6597,"David Webb Ram Head Blue Enamel, Green Emeralds Cuff Links And Stud Dress Set. An estate David Webb tuxedo set depicting rams heads in 18K yellow gold with blue enamel. Center Diamond Weight: 0.00 Metal Weight: 66.1 gr. Signed: WEBB Condition: Excellent. Stock: RR6597",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-hammered-18k-yellow-gold-coral-large-clip-on-earrings-rr6147,David Webb Hammered 18K Yellow Gold Coral Large Clip-On Earrings,earrings,,,asking,19600,USD,The Back Vault,https://thebackvault.com/products/david-webb-hammered-18k-yellow-gold-coral-large-clip-on-earrings-rr6147,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR6147_6543dd94-c4e7-446b-acd4-00e243499d0c.jpg?v=1756327662,RR6147,"Yellow gold hammered coral clip on earrings that sit nice and tight on the ear. With a comfortable rubber softener to add extra support to the clip, you will feel like you have nothing on your ears. Best of all the gold and coral go so lovely together, colors are happy, shimmery and sunny! Earrings ",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:wilsonsestatejewelry.com/products/david-webb-1980s-diamond-enamel-18-karat-yellow-gold-platinum-vintage-cross-pendant-brooch,David Webb 1980's Diamond Enamel 18 Karat Yellow Gold Platinum Vintage Cross Pendant Brooch,necklace,1980,,asking,19600,USD,Wilson's Estate Jewelry,https://wilsonsestatejewelry.com/products/david-webb-1980s-diamond-enamel-18-karat-yellow-gold-platinum-vintage-cross-pendant-brooch,https://cdn.shopify.com/s/files/1/2343/8923/files/2026-05-19_08-45-19_BR8S4_3581327.jpg?v=1780171157,WE-16499,Designed as a pierced cross motif with flaring terminals and tiered rows of twisted rope Centering a domed enamel faux gemstone with enamel accents throughout Opaque glossy white in color - displaying minimal loss consistent with age Accented round brilliant cut diamonds prong set in platinum halos ,shopify:wilsonsestatejewelry.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-white-enamel-1-75-inches-long-doorknocker-earrings-j10265,David Webb 18K Yellow Gold White Enamel 1.75 Inches Long Doorknocker Earrings,earrings,,,asking,19500,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-white-enamel-1-75-inches-long-doorknocker-earrings-j10265,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/J10265.jpg?v=1761017013,J10265,"David Webb, 18K yellow gold and white enamel doorknocker earrings embody the bold sophistication that defines the designer#s mid-century style. Crafted from solid 18-karat yellow gold and weighing 54 grams, these earrings showcase a striking interplay between glossy white enamel and rich gold. The s",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-night-cap-5-station-black-enamel-15-5-inches-necklace-rr8867,David Webb Platinum & 18K Yellow Gold Night Cap 5 Station Black Enamel 15.5 inches Necklace,necklace,,,asking,19500,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-night-cap-5-station-black-enamel-15-5-inches-necklace-rr8867,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR8867.jpg?v=1756336503,RR8867,David Webb is a renowned American jewelry designer who is known for his bold and striking creations. The Platinum & 18K Yellow Gold Night Cap 5 Station Black Enamel Necklace is a testament to his design prowess. This necklace features five stations of black enamel set in a mix of platinum and 18K ye,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-lapis-turquoise-diamond-bypass-ring-rr3961,David Webb 18K Yellow Gold Lapis Turquoise & Diamond ByPass Ring,ring,,,asking,19500,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-lapis-turquoise-diamond-bypass-ring-rr3961,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR3961.jpg?v=1756329685,RR3961,Center Diamond Weight: 2.50 Metal Type: 18K Yellow Gold Metal Weight: 29.0 gr. Stock: RR3961,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-circa-1970s-platinum-18k-yellow-gold-crossover-fluted-cuff-bracelet-rr4968,David Webb Circa 1970's Platinum & 18K Yellow Gold Crossover Fluted Cuff Bracelet,bracelet,Circa 1970,,asking,19500,USD,The Back Vault,https://thebackvault.com/products/david-webb-circa-1970s-platinum-18k-yellow-gold-crossover-fluted-cuff-bracelet-rr4968,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR4968.jpg?v=1756329772,RR4968,Center Diamond Weight: 0.00 Metal Type: Platinum & 18K Yellow Gold Metal Weight: 82.5 gr. Stock: RR4968,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-champagne-round-diamond-cocktail-ring-rr8465,David Webb 18K Yellow Gold Champagne Round Diamond Cocktail Ring,ring,,,asking,19500,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-champagne-round-diamond-cocktail-ring-rr8465,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8465.jpg?v=1756334637,RR8465,"This is a modern looking oversized champagne diamond ring by David Webb. It is made in 18K solid gold as all of his rings, diamonds are mounted in platinum. This ring has a signature finish to the gold surface and sits tall off the finger. Center diamond is a natural champagne color round cut diamon",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-checkerboard-rock-crystal-diamond-ring-rr7493,David Webb Platinum & 18K Yellow Gold Checkerboard Rock Crystal Diamond Ring,ring,,,asking,19500,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-checkerboard-rock-crystal-diamond-ring-rr7493,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR7493.jpg?v=1756330814,RR7493,One of a kind David Webb octagonal rock crystal and diamond ring made in 18k yellow gold with diamond accents on north south east west framing bars. Ring size 6.5. Overall about 1 inch wide. Center Diamond Weight: 0.00 Metal Type: Platinum & 18K Yellow Gold Metal Weight: 41.1 gr. Signed: WEBB Condit,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-turquoise-and-diamond-oval-clip-on-earrings-rr6046,David Webb 18K Yellow Gold Turquoise And Diamond Oval Clip-On Earrings,earrings,Circa 1970,,asking,19500,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-turquoise-and-diamond-oval-clip-on-earrings-rr6046,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR6046.jpg?v=1756327628,RR6046,"David Webb turquoise and diamond earrings in 18 karat yellow gold with stylized branch design. These clip-on earrings feature 2 oval cabochons and 24 round brilliant diamonds, which total approximately 0.80 carats in total diamond weight. Circa 1970. These earrings measure approximately 0.93 inches ",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-white-gold-opal-and-diamond-clip-on-earrings-rr5961,David Webb Platinum & 18K White Gold Opal And Diamond Clip-On Earrings,earrings,,,asking,19500,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-white-gold-opal-and-diamond-clip-on-earrings-rr5961,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR5961_3fa0161e-00d7-4aca-bbe2-376068f1a42d.jpg?v=1756327584,RR5961,Center Diamond Weight: 1.00 Metal Type: Platinum & 18K White Gold Metal Weight: 29.3 gr. Stock: RR5961,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:ericoriginals.com/products/vintage-1960s-david-webb-black-enamel-earrings-with-diamonds,Vintage 1960s David Webb Black Enamel Earrings with Diamonds,earrings,1960s,,asking,19500,USD,Eric Originals & Antiques,https://ericoriginals.com/products/vintage-1960s-david-webb-black-enamel-earrings-with-diamonds,https://cdn.shopify.com/s/files/1/0564/0916/1794/files/E4143_a_857268.jpg?v=1785354729,E4143,Finely crafted with black enamel over 18k yellow gold and platinum with Round Brilliant cut Diamonds weighing a total of approximately 1.50 carats. Signed by David Webb Circa 1960s 1 inch diameter,shopify:ericoriginals.com,2026-08-07,2026-08-08,2,active
url:oakgem.com/products/david-webb-checkerboard-diamond-enamel-gold-platinum-ring,David Webb Checkerboard Diamond Enamel Gold Platinum Ring,ring,,,asking,19500,USD,Oak Gem,https://oakgem.com/products/david-webb-checkerboard-diamond-enamel-gold-platinum-ring,https://cdn.shopify.com/s/files/1/1064/3732/files/IMG_5927_3923926.jpg?v=1784145597,OG-36312,"18k yellow gold and platinum checkerboard ring by David Webb, set with black enamel and approx. 2.86ctw H/SI1 diamonds. DESIGNER: David Webb MATERIAL : 18k Yellow Gold / Platinum GEMSTONES: Diamond DIMENSIONS: Ring size 5.75, top is 21mm x 28mm. MARKED/TESTED : David Webb, 18k, 900PT, HS88. WEIGHT: ",shopify:oakgem.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-ruby-diamond-and-lacquer-pendant-necklace-rr6664,"David Webb Platinum & 18K Yellow Gold Ruby, Diamond And Lacquer Pendant Necklace",necklace,,,asking,19300,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-ruby-diamond-and-lacquer-pendant-necklace-rr6664,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR6664.jpg?v=1756328039,RR6664,"RUBY, DIAMOND AND LACQUER PENDANT, DAVID WEBB Cabochon ruby, circular-cut diamonds, black lacquer, platinum and gold, pendant 5.6 cm, necklace 86.0 cm, together with a fancy-link necklace, pendant signed Webb, black David Webb pouch. Length: 36 inches. Pendant Width: 5.6cm. Center Diamond Weight: 0.",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-rock-cryst-platinum-18k-yellow-gold-marquise-cut-diamond-carved-ring-rr6329,David Webb Rock Cryst Platinum & 18K Yellow Gold Marquise Cut Diamond Carved Ring,ring,,,asking,19300,USD,The Back Vault,https://thebackvault.com/products/david-webb-rock-cryst-platinum-18k-yellow-gold-marquise-cut-diamond-carved-ring-rr6329,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR6329.jpg?v=1756327788,RR6329,"Long thought to have protective and healing powers, rock crystal might be the stone to wear now. 18K yellow gold and platinum David Webb Rock Crystal carved quartz cocktail ring featuring 1.00 carats of round brilliant diamonds at shoulders and a marquise brilliant diamond accent at top. Stone carat",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-leopard-platinum-18k-yellow-gold-diamonds-emeralds-black-enamel-brooch-rr6334,"David Webb Leopard Platinum & 18K Yellow Gold Diamonds, Emeralds, Black Enamel Brooch",brooch,,,asking,19300,USD,The Back Vault,https://thebackvault.com/products/david-webb-leopard-platinum-18k-yellow-gold-diamonds-emeralds-black-enamel-brooch-rr6334,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR6334_1165ddae-e49f-47f4-8566-5120c210e1c4.jpg?v=1756327793,RR6334,"Black enamel spots, brilliant-cut diamonds, cabochon emeralds, polished 18K gold, and platinum. Collection Kingdom. Center Diamond Weight: 0.00 Measurements: L:2 7/8 inches Metal Type: Platinum & 18K Yellow Gold Metal Weight: 50.1 gr. Signed: David Webb Condition: Excellent. Stock: RR6334",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
