date_pulled,query,piece_name,category,era_or_year,materials_gemstones,asking_or_hammer_price,price_type,source_site,listing_url,notes
2026-08-05,David Webb brooch for sale 1stDibs price,White Enamel Frog Brooch Set (2 pieces),brooch,20th century,"18k yellow gold, white enamel, round brilliant diamonds (~0.35 carat, G-H/VS)",29000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/brooches/brooches/david-webb-white-enamel-frog-brooch-set-diamond-eyes-18k-yellow-gold/id-j_11741232/,"Set of two frogs; larger frog ~1.75"" x 1.25"", 48.8g; each comes with David Webb certificate of authenticity"
2026-08-05,David Webb brooch for sale 1stDibs price,Lucky Frog Ruby & Green Enamel Pin Brooch,brooch,,"18k gold, green enamel, 2 cabochon ruby eyes (6mm x 5mm)",18000,asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/brooches/,Measures 2 x 1 1/4 inch; 38.9 grams; stamped hallmarks Webb 18K; free shipping
2026-08-05,David Webb necklace for sale 1stDibs price,"David Webb Coral Bead, White Enamel and Diamond Necklace",necklace,1970s,"18k yellow gold, platinum, round coral beads, round brilliant diamonds (~9.47 ct), tulip-tipped white enamel links",215000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/david-webb-coral-bead-white-enamel-diamond-necklace/id-j_23921102,Signed David Webb; classified as vintage 1970s American beaded necklace
2026-08-05,David Webb necklace for sale 1stDibs price,"David Webb 18K Yellow Gold Coral, Onyx, Turquoise Necklace",necklace,,"18k yellow gold, carved Chinese coral centerpiece bead (~27mm), coral beads (15–17mm), turquoise beads (~15.5mm), onyx and gold links",63900,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/beaded-necklaces/david-webb-18k-yellow-gold-coral-onyx-turquoise-necklace/id-j_24465992,Exceptional carved coral centerpiece; bold colorful multi-stone design
2026-08-05,David Webb necklace for sale 1stDibs price,"David Webb Turquoise, Lapis Lazuli, Diamond and White Enamel Collar Necklace",necklace,,"18k yellow gold, platinum, turquoise cabochons, lapis lazuli bars, white enamel links, round brilliant diamonds (~12.00 ct, F-G color, VS clarity)",98000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/link-necklaces/david-webb-turquoise-lapis-lazuli-diamond-necklace/id-j_26617312,8 graduating white enamel links with oval cabochon turquoise halos; box clasp; 254 round diamonds total
2026-08-05,David Webb necklace for sale 1stDibs price,David Webb 18K Yellow Gold White Enamel Bombe Necklace,necklace,,"18k yellow gold, white enamel, 21 bombe-shaped links",38000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/link-necklaces/david-webb-18k-yellow-gold-white-enamel-necklace/id-j_20234462,"15 inches long, 15.85mm wide, 160.3g gross weight; striped gold pattern on enamel"
2026-08-05,David Webb necklace for sale 1stDibs price,Vintage 1970s David Webb Gold Collar Necklace with Diamonds,necklace,1970s,"18k yellow gold, platinum, round brilliant diamonds (~2.50 ct total)",36000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/vintage-1970s-david-webb-gold-collar-necklace-diamonds/id-j_26077402,"Signed David Webb; 15 inches long; 90.98g; seller located in New York, NY"
2026-08-05,David Webb necklace for sale 1stDibs price,David Webb Gold Rope Necklace,necklace,1980s,"18k yellow gold, rope motif links",27000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/link-necklaces/david-webb-gold-rope-necklace/id-j_26024782,"16.5 inches long; 163.2g; signed Webb; seller in New York, NY"
2026-08-05,David Webb necklace for sale 1stDibs price,David Webb Gold Diamond Platinum Vintage Necklace,necklace,,"18k yellow gold, platinum, full-cut diamonds (~2.50 ct, G-H-I color, VS clarity)",57700,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/choker-necklaces/david-webb-gold-diamond-platinum-vintage-necklace/id-j_9584962,Hinged necklace; 16 inches x 1 inch tapering to 3/8 inch; 157.5g; marked ©WEBB 18K PLAT; very good condition
2026-08-05,David Webb necklace for sale 1stDibs price,David Webb Lion Head Link Necklace with Pave Diamond Pendant,necklace,,"18k yellow gold, pave diamonds, lion head motif links",0,asking,1stdibs.com,https://www.1stdibs.com/buy/david-webb-jewellery/,Long 18k gold necklace; large figured links interspersed with lion heads; pendant features a lion inset with pave diamonds; price not individually confirmed in search results
2026-08-05,David Webb zebra bracelet auction result price,"David Webb Diamond, Enamel & Ruby Zebra Bangle-Bracelet",bracelet,,"18k gold, platinum, black & white enamel, ~3.00ct diamonds, cabochon ruby eyes",37500,hammer,sothebys.com,,"Sold at Sotheby's New York, December 2009; internal circumference 6 inches; signed David Webb"
2026-08-05,David Webb zebra bracelet auction result price,David Webb Enamel and Diamond Zebra Bracelet,bracelet,,"18k gold, platinum, black & white enamel, round-cut diamonds, ruby cabochon eyes",0,hammer,liveauctioneers.com,https://www.liveauctioneers.com/price-result/david-webb-enamel-and-diamond-zebra-bracelet/,Animal Kingdom Collection; fits 7-inch wrist; properly marked; price not publicly listed on result page
2026-08-05,David Webb zebra bracelet auction result price,D.Webb 18K Gold Zebra Enamel Bracelet,bracelet,,"18k yellow gold, black & white enamel",19000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/link-bracelets/dwebb-18k-gold-zebra-enamel-bracelet/id-j_23998952,"List price $26,400; weight 83.4g; width 14mm; length 170mm; seller in Flushing, NY"
2026-08-05,David Webb zebra bracelet auction result price,David Webb Platinum & 18K Yellow Gold Zebra Black and White Enamel Diamond Bracelet,bracelet,,"18k yellow gold, platinum, black & white enamel, diamonds",75520,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/bangles/david-webb-platinum-18k-yellow-gold-zebra-black-white-enamel-diamond-brace/id-j_16014912,"List price shown; seller located in New York, NY"
2026-08-05,David Webb zebra bracelet auction result price,David Webb 18K YG & Platinum Zebra Bracelet,bracelet,,"18k yellow gold, platinum, black & white enamel, ~4.00ct brilliant-cut diamonds, ~1.0ct oval ruby cabochons (head/eyes)",0,hammer,liveauctioneers.com,https://www.liveauctioneers.com/price-guide/david-webb/26030/,84 brilliant-cut diamonds; two oval ruby cabochon eyes; price not disclosed in snippet
2026-08-05,David Webb zebra bracelet auction result price,David Webb Zebra Enamel Ring,ring,2023,"18k yellow gold, black & white enamel",8750,hammer,fortunaauction.com,https://fortunaauction.com/david-webb-auction-results-selling-guide/,"Fortuna Auction Sale 1095, May 2023, Lot 2003; benchmark for single-animal enamel pieces at ring scale"
2026-08-05,David Webb zebra bracelet auction result price,David Webb Zebra Enamel Gold Ring,ring,20th century,"18k yellow gold, black & white enamel",6000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/rings/more-rings/david-webb-zebra-enamel-gold-ring/id-j_8399642,"Ring size 5.25; top 15mm x 20mm; weighs 21.4g; marked Webb 18k; seller in New York, NY"
2026-08-05,David Webb zebra bracelet auction result price,David Webb Zebra Enamel 18K Gold Pendant,necklace,,"18k yellow gold, black & white enamel",5500,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/necklace-enhancers/designer-david-webb-zebra-enamel-18-karat-gold-pendant/id-j_6536842,"List price $7,000; estate piece; seller in Scottsdale, AZ"
2026-08-05,David Webb frog bracelet price,"Green Enamel, Diamond and Ruby Frog Bracelet",bracelet,,"18k yellow gold, platinum, green enamel, cabochon ruby eyes, 22 round diamonds (~0.60 ct), 2 additional cabochon rubies on clasp",68000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/more-bracelets/david-webb-diamond-ruby-enamel-giraffe-bracelet/id-j_12250852,Stylized frog with braided legs; ~67.3 dwts; inner circumference 6 inches (smaller wrist); signed David Webb
2026-08-05,David Webb frog bracelet price,Vintage 1960s Double Headed Frog Bracelet,bracelet,1960s,"18k yellow gold, platinum, blue enamel, 6 cabochon rubies, 64 round brilliant-cut diamonds",75000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/link-bracelets/vintage-1960s-david-webb-double-headed-frog-bracelet/id-j_26050722,Circa 1960s; size 6.5 inches; signed David Webb; blue enamel (not green)
2026-08-05,David Webb frog bracelet price,"Frog Bracelet (Ruby, Gold, Platinum)",bracelet,,"18k yellow gold, platinum, ruby, enamel",37050,asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/clamper-bracelets/david-webb-frog-bracelet/id-j_10699842/,"Listed at $37,050 (reduced from $39,000 list price); 20th century American Modern clamper bracelet"
2026-08-05,David Webb frog bracelet price,"Gold, Platinum, Enamel, Ruby and Diamond Frog Bracelet",bracelet,circa 1960s,"18k yellow gold, platinum, green enamel, cabochon ruby eyes, diamonds",0,asking,sothebys.com,https://www.sothebys.com/en/buy/_david-webb-gold-Platinum-enamel-ruby-and-diamond-frog-bracelet-47ec,"Two facing frogs with ruby cabochon eyes, green enamel body, diamond lips; inner circumference 7.7 inches; signed David Webb; price on request (Add to Bag)"
2026-08-05,David Webb frog bracelet price,"Platinum & 18K Yellow Gold Green Enamel, Diamond and Ruby Frog Bracelet",bracelet,,"platinum, 18k yellow gold, green enamel, diamonds, rubies",55200,asking,thebackvault.com,https://thebackvault.com/collections/david-webb/bracelet,Listed at regular price; authenticated vintage David Webb estate piece
2026-08-05,David Webb frog bracelet price,"Ruby, Diamond and Enamel Frog Bracelet (Twin Frog Bangle)",bracelet,,"18k yellow gold, platinum, green enamel, cabochon rubies, diamonds",0,asking,beladora.com,https://www.beladora.com/products/518067-david-webb-ruby-diamond-and-enamel-frog-bracelet-in-18k-gold-and-platinum,Articulated hinged bangle; two green enamel frogs conjoined by a bezel-set cabochon ruby; diamond-set platinum lips and hands; signed Webb; minor wear to enamel; price not publicly listed
2026-08-05,David Webb frog bracelet price,Frog Bangle (18K Gold),bracelet,,"18k yellow gold, enamel",13500,asking,beladora.com,https://www.beladora.com/store/filter?boutique=59197,Listed as 'David Webb Frog Bangle in 18K Gold #510535'; simpler/smaller example compared to full diamond/ruby versions
2026-08-05,David Webb frog bracelet price,"Enameled 18K Yellow Gold, Diamond and Ruby Frog Bracelet (Auction Result)",bracelet,,"18k yellow gold, enamel, diamonds, rubies",37500,hammer,liveauctioneers.com,https://www.liveauctioneers.com/price-guide/david-webb/26030/,"Sold at a June 11 fine jewelry auction; hammer price $37,500; reported via LiveAuctioneers price guide"
2026-08-05,David Webb cross pendant price,Rock Crystal Maltese-Style Cross Pendant/Brooch,necklace,,"platinum, 18k yellow gold, checkerboard-cut rock crystal, round-cut diamonds",24960,asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/pendant-necklaces/david-webb-18k-yellow-gold-rock-crystal-maltese-style-cross-pendant-brooch/id-j_17680622,"Currently 20% off from $31,200 list price. Convertible pendant/brooch, 2.5 x 2.5 inches, double pin closure. Signed Webb."
2026-08-05,David Webb cross pendant price,Maltese Cross Diamond Brooch/Pendant,brooch,,"18k yellow gold, platinum, diamonds (~12.00 ct pavé + ~1.20 ct center round brilliant)",95000,asking,1stdibs.com,https://www.1stdibs.com/jewelry/brooches/brooches/david-webb-maltese-cross-diamond-brooch/id-j_2192603,"Bezel-set center diamond, hammered gold arms with pavé tiers. High-relief sculptural form. Signed Webb."
2026-08-05,David Webb cross pendant price,Vintage Gold Maltese Cross Pin/Pendant,brooch,,"18k yellow gold, round-cut diamonds",21200,asking,1stdibs.com,https://www.1stdibs.com/jewelry/brooches/brooches/unique-david-webb-vintage-gold-maltese-crosee-brooch/id-j_23211142,Versatile piece wearable as brooch or pendant. Signed David Webb.
2026-08-05,David Webb cross pendant price,Rock Crystal Large Maltese Cross Scroll Pendant/Brooch,brooch,,"platinum, 18k yellow gold, large faceted rock crystal, round-cut diamonds",34400,asking,thebackvault.com,https://thebackvault.com/collections/david-webb,Oversized scroll Maltese cross; center large faceted rock crystal with surrounding rock crystals and diamonds. Signed Webb.
2026-08-05,David Webb cross pendant price,1960s Maltese Cross Lapis & Enamel Brooch/Pendant,brooch,1960s,"platinum, 18k yellow gold, lapis lazuli, enamel",35700,asking,thebackvault.com,https://thebackvault.com/collections/david-webb,1960s era cross-style brooch with lapis and enamel. Signed Webb.
2026-08-05,David Webb cross pendant price,Coral Maltese Cross Pendant/Brooch,brooch,1980s,"18k gold, coral, sapphires, diamonds (84), sugarloaf emerald center",0,asking,1stdibs.com,https://www.1stdibs.com/jewelry/brooches/brooches/david-webb-coral-maltese-cross-pendant/id-j_10736212/,"4 coral sections, 4 sapphires, 84 diamonds surrounding a sugarloaf emerald center. Condition: excellent, wear consistent with age. Signed Webb."
2026-08-05,David Webb cross pendant price,Vintage Maltese Cross White Enamel Pin/Pendant,brooch,,"18k yellow gold, platinum, white enamel, diamonds",0,asking,1stdibs.com,https://www.1stdibs.com/jewelry/brooches/brooches/david-webb-important-vintage-maltese-crosee-white-enamel-pin-pendant-brooch/id-j_11775392/,"Large 56mm x 56mm, wearable as brooch or pendant. Signed Webb."
2026-08-05,David Webb cross pendant price,"Maltese Cross Brooch (18kt Gold, Diamonds & Enamel) — Dupuis Auction",brooch,,"18k gold, diamonds, enamel",5625,hammer,invaluable.com,https://www.invaluable.com/blog/david-webb-jewelry/,"Sold for CAD 7,500 (approx. USD 5,625) at Dupuis Auctioneers, Canada, November 2016. Cross Maltese brooch with enamel and diamonds."
2026-08-05,David Webb jewelry auction result Sotheby's sothebys.com,Gold and Enamel Cuff Bracelet,bracelet,,"18k gold, enamel",21250,hammer,sothebys.com,https://www.sothebys.com/en/buy/luxury/jewelry/david-webb,"Top David Webb lot in Sotheby's Jewels Online sale; sold well above $6,000–$8,000 estimate. Highest sell-through rate of any Sotheby's online jewelry sale at the time."
2026-08-05,David Webb jewelry auction result Sotheby's sothebys.com,"Gold, Enamel, Emerald and Diamond Tiger Head Bracelet",bracelet,,"18k gold, enamel, emeralds, diamonds",80000,hammer,sothebys.com,https://www.sothebys.com/en/articles/artful-elegance-a-guide-to-collecting-iconic-david-webb-jewelry,"Sold for over $80,000 at Sotheby's in 2024 per Sotheby's article. Animal motif; iconic Webb tiger head design."
2026-08-05,David Webb jewelry auction result Sotheby's sothebys.com,"Gold, Enamel, Ruby and Diamond 'Twin Frog' Bracelet",bracelet,1960s,"18k gold, platinum, green enamel, cabochon rubies, diamonds",0,estimate,sothebys.com,https://www.sothebys.com/en/auctions/ecatalogue/2014/the-new-york-sale-n09215/lot.60.html,"Pre-sale estimate $35,000–$55,000 at Sotheby's March 2024 'From the Vault Exceptional Signed Jewels' sale. Frog design debuted by Webb in 1964. Signed David Webb. Green enamel, 4 oval cabochon rubies, ~0.45ct round diamonds, gross weight ~67 dwts. Enamel in excellent condition."
2026-08-05,David Webb jewelry auction result Sotheby's sothebys.com,"Group of 18K Gold, Platinum, Ruby and Diamond Jewelry",other,,"18k gold, platinum, rubies, diamonds",93750,hammer,sothebys.com,http://www.sothebys.com/en/auctions/ecatalogue/2014/magnificent-jewels-n09234/lot.53.html,"Sold for $93,750 against a $30,000–$40,000 estimate at Sotheby's Magnificent Jewels sale. Multi-piece group lot."
2026-08-05,David Webb jewelry auction result Sotheby's sothebys.com,Pair of Gold and Enamel Ram's Head Cufflinks,other,,"18k gold, blue enamel, green enamel eyes",0,estimate,sothebys.com,https://www.sothebys.com/en/buy/auction/2019/fine-jewels-2/pair-of-gold-and-enamel-cufflinks-david-webb,"Sotheby's Fine Jewels, December 2019. Estimate $3,000–$5,000. Designed as gold ram's heads with boule-shaped terminals, blue enamel body, green enamel eyes. Gross weight ~22 dwts. Partially signed 'Webb'."
2026-08-05,David Webb jewelry auction result Sotheby's sothebys.com,"Gold, Enamel, Ruby and Diamond Bracelet (Lot 174)",bracelet,,"18k gold, enamel, rubies, diamonds",0,estimate,sothebys.com,https://www.sothebys.com/en/consign/jewelry/david-webb,"Sotheby's Fine Jewels, November 26–December 12, 2024, New York. Hammer price not publicly disclosed in search results."
2026-08-05,David Webb jewelry auction result Sotheby's sothebys.com,"Ruby, Emerald, Enamel and Diamond Clip-Brooch",brooch,,"rubies, emeralds, enamel, diamonds",0,estimate,sothebys.com,https://www.sothebys.com/en/consign/jewelry/david-webb,"Sotheby's Magnificent Jewels, June 8, 2023, New York. Estimate $40,000–$60,000. Hammer price not publicly disclosed in search results."
2026-08-05,David Webb jewelry auction result Sotheby's sothebys.com,Coral and Diamond Choker Necklace,necklace,,"coral, diamonds",140185,hammer,sothebys.com,,"Sold at Sotheby's for EUR 120,650 (~$140,185 USD), more than quadrupling its upper pre-sale estimate of EUR 25,000 (~$29,048). Reported by Rapaport."
2026-08-05,David Webb jewelry auction result Christie's christies.com,Diamond and Multi-Gem Earrings,earrings,,"diamonds, multi-gem",35000,hammer,christies.com,,Sold at Christie's Jewels Online sale; realized more than four times its low estimate. Reported via Rapaport/Christie's press.
2026-08-05,David Webb jewelry auction result Christie's christies.com,Gold Necklace,necklace,,18k gold,35000,hammer,christies.com,,Sold at Christie's Jewels Online sale; realized more than four times its low estimate. Reported via Rapaport/Christie's press.
2026-08-05,David Webb jewelry auction result Christie's christies.com,Cultured Pearl and Diamond Ring,ring,,"cultured pearl, diamonds, gold",10000,hammer,christies.com,https://onlineonly.christies.com.cn/s/jewels-online/david-webb-diamond-gold-bracelets-222/112673,"Sold February 10, 2021, Christie's Jewels Online. Referenced in Christie's collecting guide for David Webb."
2026-08-05,David Webb jewelry auction result Christie's christies.com,Diamond and Gold Bracelets,bracelet,,"diamonds, 18k gold",13750,hammer,christies.com,https://onlineonly.christies.com.cn/s/jewels-online/david-webb-diamond-gold-bracelets-222/112673,"Sold February 10, 2021, Christie's Jewels Online. Referenced in Christie's collecting guide for David Webb."
2026-08-05,David Webb jewelry auction result Christie's christies.com,Gold and Diamond Earrings,earrings,,"diamonds, 18k gold",6875,hammer,christies.com,https://onlineonly.christies.com.cn/s/jewels-online/david-webb-gold-diamond-earrings-134/112587,"Sold February 10, 2021, Christie's Jewels Online. Referenced in Christie's collecting guide for David Webb."
2026-08-05,David Webb jewelry auction result Christie's christies.com,"Enamel, Emerald, and Diamond Lion Bangle",bracelet,1960s–1970s,"enamel, emeralds, diamonds, 18k gold",0,estimate,christies.com,,"Christie's Jewels Online (March–April 2025). Pre-sale estimate $30,000–$50,000. Part of a 51-lot distinguished family collection. Hammer price not confirmed in sources."
2026-08-05,David Webb jewelry auction result Christie's christies.com,"Coral, Emerald, and Diamond Bracelet",bracelet,circa 1967,"18k yellow gold, platinum, carved coral, 2.88 ct round emeralds, 1.58 ct round diamonds",0,estimate,christies.com,,"Christie's Jewels Online (March–April 2025). Pre-sale estimate $20,000–$30,000. Hammer price not confirmed in sources."
2026-08-05,David Webb jewelry auction result Christie's christies.com,Signed Heritage Pieces – 'Stylish Jewels From a Distinguished Collector' Group,other,,various; primarily Cartier and David Webb signed pieces,0,hammer,christies.com,,"Christie's Jewels Online, March 2026. 18 signed pieces in 'Stylish Jewels From a Distinguished Collector' section; individual David Webb hammer prices not itemized in available sources. Total sale realized $8,526,145."
2026-08-05,David Webb jewelry auction result Phillips phillips.com,Pair of Enamel Cufflinks,other,,"18k yellow gold, black and white enamel",0,hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060424/2,"Geometric design; each approx. 7/8 inch; signed Webb, numbered. Sold at The New York Jewels Auction, December 13, 2024."
2026-08-05,David Webb jewelry auction result Phillips phillips.com,Pair of Enamel Ear Clips,earrings,,"18k yellow gold, blue enamel",0,hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060424/87,"Domed design with blue enamel; approx. 1 1/8 inch length; signed David Webb. Sold at The New York Jewels Auction, December 13, 2024. Lot no longer available."
2026-08-05,David Webb jewelry auction result Phillips phillips.com,Pair of Cultured Pearl and Diamond Earclips,earrings,,"Cultured baroque pearls, oval cultured pearls, brilliant-cut diamonds, platinum",0,hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060124/113,"Length approximately 2 inches; signed WEBB. Sold at New York Jewels: Online Auction, February 21–28, 2024."
2026-08-05,David Webb jewelry auction result Phillips phillips.com,"Diamond, Gem-set and Enamel Tiger Ring",ring,,"Platinum, 18k yellow gold, emerald cabochon, brilliant-cut diamonds, ruby cabochons, black enamel",0,hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060124/58,"Tiger design; size 5½; signed WEBB with maker's mark. Sold at New York Jewels: Online Auction, February 21–28, 2024."
2026-08-05,David Webb jewelry auction result Phillips phillips.com,"Cultured Baroque Pearl, Diamond, Platinum and Gold Ring",ring,,"Cultured baroque pearl (~18.00 x 13.35mm), round brilliant-cut diamonds, platinum, 18k yellow gold",0,hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060620/45,"Size 5¾; signed. Proceeds donated to Little Angels Service Dogs. Sold at Jewels, New York, December 7, 2020."
2026-08-05,David Webb jewelry auction result Phillips phillips.com,Gold and Diamond Necklace,necklace,,"Gold, diamonds",0,hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060113/109,"Sold at Jewels, New York, April 24, 2013."
2026-08-05,David Webb jewelry auction result Phillips phillips.com,Lion Brooch/Pendant,brooch,,"Rock crystal, 18k gold",10000,hammer,phillips.com,,"Sold for $10,000 by Phillips, New York, December 2011."
2026-08-05,David Webb jewelry auction result Phillips phillips.com,Gold Taurus Belt Buckle,other,,Gold,2500,hammer,phillips.com,,"Sold for $2,500 by Phillips, New York, December 2012."
